1993,Chaka Demus & Pliers,Murder She Wrote,https://open.spotify.com/track/1HGyhNaRUFEDBiVLbvtbL6
1993,Us3 & Rahsaan & Gerard Presencer,Cantaloop (Flip Fantasia),https://open.spotify.com/track/06DSI8L6IT8SizCw3JLckz
1994,Beastie Boys,Sabotage,https://open.spotify.com/track/0Puj4YlTm6xNzDDADXHMI9
1994,R.E.M.,Bang And Blame,https://open.spotify.com/track/4FCn9LuUy6unyPSnXVwLq1
1994,Reel 2 Real & The Mad Stuntman & Erick Morillo,I Like To Move It,https://open.spotify.com/track/6dHTkQYY3zdR9i9Nj0IGVW
1994,Sade,Smooth Operator,https://open.spotify.com/track/1Hv1VTm8zeOeybub15mA2R
1995,D'Angelo,Brown Sugar,https://open.spotify.com/track/7rt0kEDWRg3pgTZJKuszoE
1995,Daniele Silvestri,Le cose in comune,https://open.spotify.com/track/2Mc4mdbLGW4ti1Ai6PEFp7
1995,Renato Carosone,Tu Vuo Fà L'Americano,https://open.spotify.com/track/7HgG6kaNPUltGHFP6aIS4L
1996,Blackstreet,No Diggity,https://open.spotify.com/track/6KoaqyDrVtZmlWET7Nf9Ez
1997,Louise Attaque,Les nuits parisiennes,https://open.spotify.com/track/2TaEmp0ekjFpnteScYcFXU
1997,Louise Attaque,J't'emmène au vent,https://open.spotify.com/track/0Wr98MVkENZXddiLB3bPb0
1997,The Rolling Stones,Out Of Control,https://open.spotify.com/track/2aMWVfz3YKW3AzD80cRVX6
1998,Cesária Evora,Besame Mucho,https://open.spotify.com/track/1fcgM5wcrTpuHSFRQ0CDOT
1998,Frankie hi-nrg mc & Riccardo Sinigallia,Quelli che benpensano,https://open.spotify.com/track/0ekMehNXQgeMJXfCPrlTTf
1998,Patrice,Lions,https://open.spotify.com/track/1f9bjGHqyz17P73uuiL7R0
1998,Rino Gaetano,Ma il cielo è sempre più blu,https://open.spotify.com/track/1L9m2l2lhXgQ3GwmmCx3OK
1999,Cesária Evora,Carnaval de São Vicente,https://open.spotify.com/track/2TIwx9cg5otvnzpzFuIfkB
1999,Destiny's Child,Independent Women Pt. 1,https://open.spotify.com/track/5JZpQuRIX8MTiKwuELjTlx
1999,Fabrizio De André,Hotel Supramonte,https://open.spotify.com/track/7ed1o13HbY4tGryrkAprdf
1999,Fabrizio De André,Andrea,https://open.spotify.com/track/0JiwdnpjbTKMVnAF59f84o
1999,Fabrizio De André,Bocca di rosa,https://open.spotify.com/track/2Q6SHhziqbkmG9Ab8QFWrI
1999,Macy Gray,I Try,https://open.spotify.com/track/5TAf4lnZCZTLlZHNZMLFLi
1999,Panteon Rococo,La Dosis Perfecta,https://open.spotify.com/track/5bymCzswBkt0deeD1hlTIq
1999,The Roots & Tariq Trotter & Erykah Badu & Eve,You Got Me,https://open.spotify.com/track/4pdLZsxq0y5oJDb6Cxlokw
2000,Outkast,Ms. Jackson,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV
2000,Rastapé,Colo de Menina,https://open.spotify.com/track/5aGhtbviqUqjtno5vcUmCN
2000,Tonino Carotone,Tu vuo fa l'americano,https://open.spotify.com/track/4rtqQI6UEkurDqWEmNeQSm
2001,Jan Delay & Xavier Naidoo & Dennis Duplate,Flashgott,https://open.spotify.com/track/41IZwQyG9JLeHEkYg1XYz4
2001,Macy Gray & Erykah Badu,Sweet Baby,https://open.spotify.com/track/2W9FCvuxSSXbnkj9q4Dd9N
2002,Brainpower,Dansplaat,https://open.spotify.com/track/4y0yr2ZfZARAYfG5uhQXYY
2002,Forroçacana,Bola De Meia,https://open.spotify.com/track/50dN8ocVS5XkMiLibjhZbZ
2002,Gabin,Doo uap doo uap doo uap,https://open.spotify.com/track/68j2rXimsXQYezvQn2Ot4c
2002,La Rue Kétanou,Les hommes que j'aime,https://open.spotify.com/track/7ebyGGBvIus0ZgdbzcXweL
2002,Panteon Rococo,La Carencia,https://open.spotify.com/track/1v3rQg6uPY6AnOY5TtxN7I
2002,Silly Walks Movement & Jan Delay,Soundhaudegen,https://open.spotify.com/track/6sWblkccn6KMTC3dIq1O77
2002,The Roots & Cody Chesnutt,The Seed (2.0),https://open.spotify.com/track/1a6Jt6USVGKzbjYpcKMwPB
2003,Früchte des Zorns,Nimm mich mit,https://open.spotify.com/track/4sx2OZXaEhRruzzczwxKv7
2003,Früchte des Zorns,Brennen,https://open.spotify.com/track/2nVwgQWFPc14Hh717oPcH1
2003,Giorgio Gaber,Io non mi sento italiano,https://open.spotify.com/track/70A4ahKy4VukH43dbG4Qc0
2003,Kelis,Trick Me,https://open.spotify.com/track/3aImJnJlAgcE7bJ1NxthGt
2003,Kelis,Milkshake,https://open.spotify.com/track/2cMTIlktg3M9mXYqCPqw1J
2003,Magic System,Bouger bouger,https://open.spotify.com/track/0aUujfU3BFkjkIiBYGdgug
2003,Outkast,Hey Ya!,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM
2003,Outkast,Roses,https://open.spotify.com/track/6bUNEbXT7HovLW6BgPCBsb
2003,Sergey Shnurov,Super Good,https://open.spotify.com/track/0j0UvJITXJOcQswsY0oe5L
2003,Sud Sound System,Le radici ca tieni,https://open.spotify.com/track/4oVjEZ8WwGt67ZhoNchF1q
2004,Beth Carvalho,Vou Festejar,https://open.spotify.com/track/7L6CCV19CsvL7UHgR8Bzfw
2004,Dota Kehr,Alles Du,https://open.spotify.com/track/5vRHRMEilW1yAl8Q9G2D82
2004,Dota Kehr,Immer die anderen,https://open.spotify.com/track/2fs0zamRoFyDIHWSNGKKj1
2004,Falco,Der Kommissar,https://open.spotify.com/track/48DuoM4e0hknQNR1He8X2p
